"lag","cost","nu","gamma","corr_pred"
3,64,0.1,0.125,0.572520854950524
4,64,0.1,0.125,0.572520854950524
5,64,0.1,0.125,0.572520854950524
1,8,0.5,2,0.572488604580556
2,8,0.5,2,0.572488604580556
3,8,0.5,2,0.572488604580556
4,8,0.5,2,0.572488604580556
5,8,0.5,2,0.572488604580556
1,2,0.9,4,0.572268528967547
2,2,0.9,4,0.572268528967547
3,2,0.9,4,0.572268528967547
4,2,0.9,4,0.572268528967547
5,2,0.9,4,0.572268528967547
1,2,0.7,0.0625,0.572088670992667
2,2,0.7,0.0625,0.572088670992667
3,2,0.7,0.0625,0.572088670992667
4,2,0.7,0.0625,0.572088670992667
5,2,0.7,0.0625,0.572088670992667
1,1,0.4,0.25,0.571980100191844
2,1,0.4,0.25,0.571980100191844
3,1,0.4,0.25,0.571980100191844
4,1,0.4,0.25,0.571980100191844
5,1,0.4,0.25,0.571980100191844
1,8,0.1,0.0625,0.571694746883673
2,8,0.1,0.0625,0.571694746883673
3,8,0.1,0.0625,0.571694746883673
4,8,0.1,0.0625,0.571694746883673
5,8,0.1,0.0625,0.571694746883673
1,256,0.1,0.125,0.571188715250525
2,256,0.1,0.125,0.571188715250525
3,256,0.1,0.125,0.571188715250525
4,256,0.1,0.125,0.571188715250525
5,256,0.1,0.125,0.571188715250525
1,4,0.7,4,0.570687850223426
2,4,0.7,4,0.570687850223426
3,4,0.7,4,0.570687850223426
4,4,0.7,4,0.570687850223426
5,4,0.7,4,0.570687850223426
1,1,0.4,1,0.570246168750211
2,1,0.4,1,0.570246168750211
3,1,0.4,1,0.570246168750211
4,1,0.4,1,0.570246168750211
5,1,0.4,1,0.570246168750211
1,128,0.6,0.5,0.570113523963036
2,128,0.6,0.5,0.570113523963036
3,128,0.6,0.5,0.570113523963036
4,128,0.6,0.5,0.570113523963036
5,128,0.6,0.5,0.570113523963036
1,8,0.1,0.25,0.570102775251117
2,8,0.1,0.25,0.570102775251117
3,8,0.1,0.25,0.570102775251117
4,8,0.1,0.25,0.570102775251117
5,8,0.1,0.25,0.570102775251117
1,2048,0.9,2,0.570040425680134
2,2048,0.9,2,0.570040425680134
3,2048,0.9,2,0.570040425680134
4,2048,0.9,2,0.570040425680134
5,2048,0.9,2,0.570040425680134
1,1,0.8,4,0.570038499100778
2,1,0.8,4,0.570038499100778
3,1,0.8,4,0.570038499100778
4,1,0.8,4,0.570038499100778
5,1,0.8,4,0.570038499100778
1,8,0.4,2,0.570034273399031
2,8,0.4,2,0.570034273399031
3,8,0.4,2,0.570034273399031
4,8,0.4,2,0.570034273399031
5,8,0.4,2,0.570034273399031
1,64,0.3,0.5,0.569792565130774
2,64,0.3,0.5,0.569792565130774
3,64,0.3,0.5,0.569792565130774
4,64,0.3,0.5,0.569792565130774
5,64,0.3,0.5,0.569792565130774
1,4,0.8,4,0.569350772545163
2,4,0.8,4,0.569350772545163
3,4,0.8,4,0.569350772545163
4,4,0.8,4,0.569350772545163
5,4,0.8,4,0.569350772545163
1,128,0.1,0.125,0.569321796491771
2,128,0.1,0.125,0.569321796491771
3,128,0.1,0.125,0.569321796491771
4,128,0.1,0.125,0.569321796491771
5,128,0.1,0.125,0.569321796491771
1,32,0.4,1,0.569209757795978
2,32,0.4,1,0.569209757795978
3,32,0.4,1,0.569209757795978
4,32,0.4,1,0.569209757795978
5,32,0.4,1,0.569209757795978
1,32,0.5,1,0.568809799081263
2,32,0.5,1,0.568809799081263
3,32,0.5,1,0.568809799081263
4,32,0.5,1,0.568809799081263
5,32,0.5,1,0.568809799081263
1,64,0.5,0.5,0.568503196878694
2,64,0.5,0.5,0.568503196878694
3,64,0.5,0.5,0.568503196878694
4,64,0.5,0.5,0.568503196878694
5,64,0.5,0.5,0.568503196878694
1,2,0.6,4,0.568350947570541
2,2,0.6,4,0.568350947570541
3,2,0.6,4,0.568350947570541
4,2,0.6,4,0.568350947570541
5,2,0.6,4,0.568350947570541
1,1,0.9,4,0.56825650185939
2,1,0.9,4,0.56825650185939
3,1,0.9,4,0.56825650185939
4,1,0.9,4,0.56825650185939
5,1,0.9,4,0.56825650185939
1,1024,0.4,0.5,0.568111755687589
2,1024,0.4,0.5,0.568111755687589
3,1024,0.4,0.5,0.568111755687589
4,1024,0.4,0.5,0.568111755687589
5,1024,0.4,0.5,0.568111755687589
1,4,0.9,4,0.567993171554283
2,4,0.9,4,0.567993171554283
3,4,0.9,4,0.567993171554283
4,4,0.9,4,0.567993171554283
5,4,0.9,4,0.567993171554283
1,1024,0.2,0.0625,0.567945871949689
2,1024,0.2,0.0625,0.567945871949689
3,1024,0.2,0.0625,0.567945871949689
4,1024,0.2,0.0625,0.567945871949689
5,1024,0.2,0.0625,0.567945871949689
1,2048,0.1,0.5,0.567878448722549
2,2048,0.1,0.5,0.567878448722549
3,2048,0.1,0.5,0.567878448722549
4,2048,0.1,0.5,0.567878448722549
5,2048,0.1,0.5,0.567878448722549
1,1,0.7,4,0.567850638687934
2,1,0.7,4,0.567850638687934
3,1,0.7,4,0.567850638687934
4,1,0.7,4,0.567850638687934
5,1,0.7,4,0.567850638687934
1,16,0.7,2,0.567600988846954
2,16,0.7,2,0.567600988846954
3,16,0.7,2,0.567600988846954
4,16,0.7,2,0.567600988846954
5,16,0.7,2,0.567600988846954
1,4096,0.4,0.25,0.567471203604491
2,4096,0.4,0.25,0.567471203604491
3,4096,0.4,0.25,0.567471203604491
4,4096,0.4,0.25,0.567471203604491
5,4096,0.4,0.25,0.567471203604491
1,32,0.7,1,0.567348597339377
2,32,0.7,1,0.567348597339377
3,32,0.7,1,0.567348597339377
4,32,0.7,1,0.567348597339377
5,32,0.7,1,0.567348597339377
1,64,0.4,1,0.5672369471223
2,64,0.4,1,0.5672369471223
3,64,0.4,1,0.5672369471223
4,64,0.4,1,0.5672369471223
5,64,0.4,1,0.5672369471223
1,0.5,0.6,2,0.567126122601567
2,0.5,0.6,2,0.567126122601567
3,0.5,0.6,2,0.567126122601567
4,0.5,0.6,2,0.567126122601567
5,0.5,0.6,2,0.567126122601567
1,512,0.2,0.0625,0.566951849890199
2,512,0.2,0.0625,0.566951849890199
3,512,0.2,0.0625,0.566951849890199
4,512,0.2,0.0625,0.566951849890199
5,512,0.2,0.0625,0.566951849890199
1,4,0.2,0.0625,0.566798070888073
2,4,0.2,0.0625,0.566798070888073
3,4,0.2,0.0625,0.566798070888073
4,4,0.2,0.0625,0.566798070888073
5,4,0.2,0.0625,0.566798070888073
1,1,0.6,4,0.566453004094982
2,1,0.6,4,0.566453004094982
3,1,0.6,4,0.566453004094982
4,1,0.6,4,0.566453004094982
5,1,0.6,4,0.566453004094982
1,512,0.1,0.125,0.566349398098838
2,512,0.1,0.125,0.566349398098838
3,512,0.1,0.125,0.566349398098838
4,512,0.1,0.125,0.566349398098838
5,512,0.1,0.125,0.566349398098838
1,2,0.4,0.0625,0.56633775812907
2,2,0.4,0.0625,0.56633775812907
3,2,0.4,0.0625,0.56633775812907
4,2,0.4,0.0625,0.56633775812907
5,2,0.4,0.0625,0.56633775812907
1,64,0.4,0.5,0.566261782931979
2,64,0.4,0.5,0.566261782931979
3,64,0.4,0.5,0.566261782931979
4,64,0.4,0.5,0.566261782931979
5,64,0.4,0.5,0.566261782931979
1,0.5,0.5,2,0.56618068289572
2,0.5,0.5,2,0.56618068289572
3,0.5,0.5,2,0.56618068289572
4,0.5,0.5,2,0.56618068289572
5,0.5,0.5,2,0.56618068289572
1,1,0.5,0.125,0.5661447372553
2,1,0.5,0.125,0.5661447372553
3,1,0.5,0.125,0.5661447372553
4,1,0.5,0.125,0.5661447372553
5,1,0.5,0.125,0.5661447372553
1,1,0.5,4,0.566135315210625
2,1,0.5,4,0.566135315210625
3,1,0.5,4,0.566135315210625
4,1,0.5,4,0.566135315210625
5,1,0.5,4,0.566135315210625
1,1,0.4,2,0.565877529732966
2,1,0.4,2,0.565877529732966
3,1,0.4,2,0.565877529732966
4,1,0.4,2,0.565877529732966
5,1,0.4,2,0.565877529732966
1,32,0.8,1,0.565720903513049
2,32,0.8,1,0.565720903513049
3,32,0.8,1,0.565720903513049
4,32,0.8,1,0.565720903513049
5,32,0.8,1,0.565720903513049
1,1024,0.3,0.5,0.565642717862828
2,1024,0.3,0.5,0.565642717862828
3,1024,0.3,0.5,0.565642717862828
4,1024,0.3,0.5,0.565642717862828
5,1024,0.3,0.5,0.565642717862828
1,1,0.4,0.5,0.565615979212508
2,1,0.4,0.5,0.565615979212508
3,1,0.4,0.5,0.565615979212508
4,1,0.4,0.5,0.565615979212508
5,1,0.4,0.5,0.565615979212508
1,2048,0.2,0.0625,0.565576006076893
2,2048,0.2,0.0625,0.565576006076893
3,2048,0.2,0.0625,0.565576006076893
4,2048,0.2,0.0625,0.565576006076893
5,2048,0.2,0.0625,0.565576006076893
1,8,0.7,4,0.565573351421322
2,8,0.7,4,0.565573351421322
3,8,0.7,4,0.565573351421322
4,8,0.7,4,0.565573351421322
5,8,0.7,4,0.565573351421322
1,16,0.5,2,0.56540550937989
2,16,0.5,2,0.56540550937989
3,16,0.5,2,0.56540550937989
4,16,0.5,2,0.56540550937989
5,16,0.5,2,0.56540550937989
1,16,0.4,2,0.565346650525751
2,16,0.4,2,0.565346650525751
3,16,0.4,2,0.565346650525751
4,16,0.4,2,0.565346650525751
5,16,0.4,2,0.565346650525751
1,1024,0.6,0.25,0.565313022815448
2,1024,0.6,0.25,0.565313022815448
3,1024,0.6,0.25,0.565313022815448
4,1024,0.6,0.25,0.565313022815448
5,1024,0.6,0.25,0.565313022815448
1,256,0.7,0.5,0.565308985584278
2,256,0.7,0.5,0.565308985584278
3,256,0.7,0.5,0.565308985584278
4,256,0.7,0.5,0.565308985584278
5,256,0.7,0.5,0.565308985584278
1,2,0.2,0.25,0.564865562154229
2,2,0.2,0.25,0.564865562154229
3,2,0.2,0.25,0.564865562154229
4,2,0.2,0.25,0.564865562154229
5,2,0.2,0.25,0.564865562154229
1,32,0.2,0.25,0.564373601726928
2,32,0.2,0.25,0.564373601726928
3,32,0.2,0.25,0.564373601726928
4,32,0.2,0.25,0.564373601726928
5,32,0.2,0.25,0.564373601726928
1,4,0.1,0.25,0.564373410033121
2,4,0.1,0.25,0.564373410033121
3,4,0.1,0.25,0.564373410033121
4,4,0.1,0.25,0.564373410033121
5,4,0.1,0.25,0.564373410033121
1,1024,0.3,1,0.564329890297875
2,1024,0.3,1,0.564329890297875
3,1024,0.3,1,0.564329890297875
4,1024,0.3,1,0.564329890297875
5,1024,0.3,1,0.564329890297875
1,16,0.1,0.25,0.564162304205551
2,16,0.1,0.25,0.564162304205551
3,16,0.1,0.25,0.564162304205551
4,16,0.1,0.25,0.564162304205551
5,16,0.1,0.25,0.564162304205551
1,512,0.4,0.125,0.563924218149657
2,512,0.4,0.125,0.563924218149657
3,512,0.4,0.125,0.563924218149657
4,512,0.4,0.125,0.563924218149657
5,512,0.4,0.125,0.563924218149657
1,8,0.8,4,0.563531926260498
2,8,0.8,4,0.563531926260498
3,8,0.8,4,0.563531926260498
4,8,0.8,4,0.563531926260498
5,8,0.8,4,0.563531926260498
1,16,0.6,2,0.562979683502613
2,16,0.6,2,0.562979683502613
3,16,0.6,2,0.562979683502613
4,16,0.6,2,0.562979683502613
5,16,0.6,2,0.562979683502613
1,4,0.6,4,0.562471932877875
2,4,0.6,4,0.562471932877875
3,4,0.6,4,0.562471932877875
4,4,0.6,4,0.562471932877875
5,4,0.6,4,0.562471932877875
1,2,0.5,4,0.562153043971748
2,2,0.5,4,0.562153043971748
3,2,0.5,4,0.562153043971748
4,2,0.5,4,0.562153043971748
5,2,0.5,4,0.562153043971748
1,1,0.6,0.125,0.562102987199077
2,1,0.6,0.125,0.562102987199077
3,1,0.6,0.125,0.562102987199077
4,1,0.6,0.125,0.562102987199077
5,1,0.6,0.125,0.562102987199077
1,4,0.3,0.5,0.561894396052691
2,4,0.3,0.5,0.561894396052691
3,4,0.3,0.5,0.561894396052691
4,4,0.3,0.5,0.561894396052691
5,4,0.3,0.5,0.561894396052691
1,0.5,0.6,4,0.561834588289869
2,0.5,0.6,4,0.561834588289869
3,0.5,0.6,4,0.561834588289869
4,0.5,0.6,4,0.561834588289869
5,0.5,0.6,4,0.561834588289869
1,1,0.9,0.125,0.561623311861307
2,1,0.9,0.125,0.561623311861307
3,1,0.9,0.125,0.561623311861307
4,1,0.9,0.125,0.561623311861307
5,1,0.9,0.125,0.561623311861307
1,8,0.3,0.5,0.561301867062047
2,8,0.3,0.5,0.561301867062047
3,8,0.3,0.5,0.561301867062047
4,8,0.3,0.5,0.561301867062047
5,8,0.3,0.5,0.561301867062047
1,512,0.3,0.5,0.56116565154466
2,512,0.3,0.5,0.56116565154466
3,512,0.3,0.5,0.56116565154466
4,512,0.3,0.5,0.56116565154466
5,512,0.3,0.5,0.56116565154466
1,16,0.9,2,0.561136648862265
2,16,0.9,2,0.561136648862265
3,16,0.9,2,0.561136648862265
4,16,0.9,2,0.561136648862265
5,16,0.9,2,0.561136648862265
1,128,0.4,1,0.561063537225405
2,128,0.4,1,0.561063537225405
3,128,0.4,1,0.561063537225405
4,128,0.4,1,0.561063537225405
5,128,0.4,1,0.561063537225405
1,32,0.3,0.25,0.560884109954693
2,32,0.3,0.25,0.560884109954693
3,32,0.3,0.25,0.560884109954693
4,32,0.3,0.25,0.560884109954693
5,32,0.3,0.25,0.560884109954693
1,8,0.9,4,0.560742806907527
2,8,0.9,4,0.560742806907527
3,8,0.9,4,0.560742806907527
4,8,0.9,4,0.560742806907527
5,8,0.9,4,0.560742806907527
1,0.5,0.6,1,0.560449288843312
2,0.5,0.6,1,0.560449288843312
3,0.5,0.6,1,0.560449288843312
4,0.5,0.6,1,0.560449288843312
5,0.5,0.6,1,0.560449288843312
1,2048,0.9,0.25,0.56037251934759
2,2048,0.9,0.25,0.56037251934759
3,2048,0.9,0.25,0.56037251934759
4,2048,0.9,0.25,0.56037251934759
5,2048,0.9,0.25,0.56037251934759
1,32,0.6,1,0.560251983677307
2,32,0.6,1,0.560251983677307
3,32,0.6,1,0.560251983677307
4,32,0.6,1,0.560251983677307
5,32,0.6,1,0.560251983677307
1,16,0.8,2,0.5602247728292
2,16,0.8,2,0.5602247728292
3,16,0.8,2,0.5602247728292
4,16,0.8,2,0.5602247728292
5,16,0.8,2,0.5602247728292
1,4,0.1,0.125,0.560055127184542
2,4,0.1,0.125,0.560055127184542
3,4,0.1,0.125,0.560055127184542
4,4,0.1,0.125,0.560055127184542
5,4,0.1,0.125,0.560055127184542
1,0.5,0.9,2,0.560030921894829
2,0.5,0.9,2,0.560030921894829
3,0.5,0.9,2,0.560030921894829
4,0.5,0.9,2,0.560030921894829
5,0.5,0.9,2,0.560030921894829
1,4,0.5,4,0.56001793365787
2,4,0.5,4,0.56001793365787
3,4,0.5,4,0.56001793365787
4,4,0.5,4,0.56001793365787
5,4,0.5,4,0.56001793365787
1,0.5,0.5,4,0.56000841544963
2,0.5,0.5,4,0.56000841544963
3,0.5,0.5,4,0.56000841544963
4,0.5,0.5,4,0.56000841544963
5,0.5,0.5,4,0.56000841544963
1,128,0.9,0.5,0.559720309807458
2,128,0.9,0.5,0.559720309807458
3,128,0.9,0.5,0.559720309807458
4,128,0.9,0.5,0.559720309807458
5,128,0.9,0.5,0.559720309807458
1,0.5,0.5,1,0.559674418971837
2,0.5,0.5,1,0.559674418971837
3,0.5,0.5,1,0.559674418971837
4,0.5,0.5,1,0.559674418971837
5,0.5,0.5,1,0.559674418971837
1,1,0.4,4,0.559635973652715
2,1,0.4,4,0.559635973652715
3,1,0.4,4,0.559635973652715
4,1,0.4,4,0.559635973652715
5,1,0.4,4,0.559635973652715
1,16,0.7,4,0.559503633550865
2,16,0.7,4,0.559503633550865
3,16,0.7,4,0.559503633550865
4,16,0.7,4,0.559503633550865
5,16,0.7,4,0.559503633550865
1,16,0.8,4,0.559404857423842
2,16,0.8,4,0.559404857423842
3,16,0.8,4,0.559404857423842
4,16,0.8,4,0.559404857423842
5,16,0.8,4,0.559404857423842
1,32,0.5,2,0.559174197476666
2,32,0.5,2,0.559174197476666
3,32,0.5,2,0.559174197476666
4,32,0.5,2,0.559174197476666
5,32,0.5,2,0.559174197476666
1,16,0.3,0.5,0.559078565555437
2,16,0.3,0.5,0.559078565555437
3,16,0.3,0.5,0.559078565555437
4,16,0.3,0.5,0.559078565555437
5,16,0.3,0.5,0.559078565555437
1,32,0.9,1,0.55900704976547
2,32,0.9,1,0.55900704976547
3,32,0.9,1,0.55900704976547
4,32,0.9,1,0.55900704976547
5,32,0.9,1,0.55900704976547
1,32,0.4,2,0.558930180328216
2,32,0.4,2,0.558930180328216
3,32,0.4,2,0.558930180328216
4,32,0.4,2,0.558930180328216
5,32,0.4,2,0.558930180328216
1,128,0.4,0.5,0.558791547011823
2,128,0.4,0.5,0.558791547011823
3,128,0.4,0.5,0.558791547011823
4,128,0.4,0.5,0.558791547011823
5,128,0.4,0.5,0.558791547011823
1,512,0.3,1,0.558776385184601
2,512,0.3,1,0.558776385184601
3,512,0.3,1,0.558776385184601
4,512,0.3,1,0.558776385184601
5,512,0.3,1,0.558776385184601
1,2048,0.5,0.5,0.558746400787097
2,2048,0.5,0.5,0.558746400787097
3,2048,0.5,0.5,0.558746400787097
4,2048,0.5,0.5,0.558746400787097
5,2048,0.5,0.5,0.558746400787097
1,256,0.3,0.5,0.558681074385456
2,256,0.3,0.5,0.558681074385456
3,256,0.3,0.5,0.558681074385456
4,256,0.3,0.5,0.558681074385456
5,256,0.3,0.5,0.558681074385456
1,2048,0.8,0.25,0.558539311796644
2,2048,0.8,0.25,0.558539311796644
3,2048,0.8,0.25,0.558539311796644
4,2048,0.8,0.25,0.558539311796644
5,2048,0.8,0.25,0.558539311796644
1,64,0.3,1,0.55846873401136
2,64,0.3,1,0.55846873401136
3,64,0.3,1,0.55846873401136
4,64,0.3,1,0.55846873401136
5,64,0.3,1,0.55846873401136
1,0.5,0.9,1,0.558018519208012
2,0.5,0.9,1,0.558018519208012
3,0.5,0.9,1,0.558018519208012
4,0.5,0.9,1,0.558018519208012
5,0.5,0.9,1,0.558018519208012
1,0.5,0.8,1,0.55793543709052
2,0.5,0.8,1,0.55793543709052
3,0.5,0.8,1,0.55793543709052
4,0.5,0.8,1,0.55793543709052
5,0.5,0.8,1,0.55793543709052
1,1,0.8,8,0.557869169942723
2,1,0.8,8,0.557869169942723
3,1,0.8,8,0.557869169942723
4,1,0.8,8,0.557869169942723
5,1,0.8,8,0.557869169942723
1,32,0.7,2,0.557859728868958
2,32,0.7,2,0.557859728868958
3,32,0.7,2,0.557859728868958
4,32,0.7,2,0.557859728868958
5,32,0.7,2,0.557859728868958
1,2,0.3,0.5,0.557801525516309
2,2,0.3,0.5,0.557801525516309
3,2,0.3,0.5,0.557801525516309
4,2,0.3,0.5,0.557801525516309
5,2,0.3,0.5,0.557801525516309
1,4096,0.2,0.25,0.557775170180908
2,4096,0.2,0.25,0.557775170180908
3,4096,0.2,0.25,0.557775170180908
4,4096,0.2,0.25,0.557775170180908
5,4096,0.2,0.25,0.557775170180908
1,1,0.7,0.125,0.557737221886823
2,1,0.7,0.125,0.557737221886823
3,1,0.7,0.125,0.557737221886823
4,1,0.7,0.125,0.557737221886823
5,1,0.7,0.125,0.557737221886823
1,32,0.3,0.5,0.557733938359075
2,32,0.3,0.5,0.557733938359075
3,32,0.3,0.5,0.557733938359075
4,32,0.3,0.5,0.557733938359075
5,32,0.3,0.5,0.557733938359075
1,1024,0.9,2,0.557700881535794
2,1024,0.9,2,0.557700881535794
3,1024,0.9,2,0.557700881535794
4,1024,0.9,2,0.557700881535794
5,1024,0.9,2,0.557700881535794
1,1024,0.6,0.125,0.557526331612281
2,1024,0.6,0.125,0.557526331612281
3,1024,0.6,0.125,0.557526331612281
4,1024,0.6,0.125,0.557526331612281
5,1024,0.6,0.125,0.557526331612281
1,256,0.3,0.25,0.557184212242449
2,256,0.3,0.25,0.557184212242449
3,256,0.3,0.25,0.557184212242449
4,256,0.3,0.25,0.557184212242449
5,256,0.3,0.25,0.557184212242449
1,512,0.7,0.5,0.557106403275673
2,512,0.7,0.5,0.557106403275673
3,512,0.7,0.5,0.557106403275673
4,512,0.7,0.5,0.557106403275673
5,512,0.7,0.5,0.557106403275673
1,1,0.8,0.125,0.55668578447344
2,1,0.8,0.125,0.55668578447344
3,1,0.8,0.125,0.55668578447344
4,1,0.8,0.125,0.55668578447344
5,1,0.8,0.125,0.55668578447344
1,1,0.7,8,0.556464710909212
2,1,0.7,8,0.556464710909212
3,1,0.7,8,0.556464710909212
4,1,0.7,8,0.556464710909212
5,1,0.7,8,0.556464710909212
1,2,0.8,8,0.556309223842966
2,2,0.8,8,0.556309223842966
3,2,0.8,8,0.556309223842966
4,2,0.8,8,0.556309223842966
5,2,0.8,8,0.556309223842966
1,32,0.1,0.25,0.556248418427572
2,32,0.1,0.25,0.556248418427572
3,32,0.1,0.25,0.556248418427572
4,32,0.1,0.25,0.556248418427572
5,32,0.1,0.25,0.556248418427572
1,32,0.7,4,0.556220765694167
2,32,0.7,4,0.556220765694167
3,32,0.7,4,0.556220765694167
4,32,0.7,4,0.556220765694167
5,32,0.7,4,0.556220765694167
1,2,0.7,8,0.556215111494274
2,2,0.7,8,0.556215111494274
3,2,0.7,8,0.556215111494274
4,2,0.7,8,0.556215111494274
5,2,0.7,8,0.556215111494274
1,2,0.4,4,0.556175467886927
2,2,0.4,4,0.556175467886927
3,2,0.4,4,0.556175467886927
4,2,0.4,4,0.556175467886927
5,2,0.4,4,0.556175467886927
1,0.5,0.7,4,0.556078582988124
2,0.5,0.7,4,0.556078582988124
3,0.5,0.7,4,0.556078582988124
4,0.5,0.7,4,0.556078582988124
5,0.5,0.7,4,0.556078582988124
1,2,0.3,0.0625,0.556064529855928
2,2,0.3,0.0625,0.556064529855928
3,2,0.3,0.0625,0.556064529855928
4,2,0.3,0.0625,0.556064529855928
5,2,0.3,0.0625,0.556064529855928
1,16,0.9,4,0.556014464050916
2,16,0.9,4,0.556014464050916
3,16,0.9,4,0.556014464050916
4,16,0.9,4,0.556014464050916
5,16,0.9,4,0.556014464050916
1,2,0.2,0.125,0.555975853341316
2,2,0.2,0.125,0.555975853341316
3,2,0.2,0.125,0.555975853341316
4,2,0.2,0.125,0.555975853341316
5,2,0.2,0.125,0.555975853341316
1,128,0.3,0.25,0.555819703776795
2,128,0.3,0.25,0.555819703776795
3,128,0.3,0.25,0.555819703776795
4,128,0.3,0.25,0.555819703776795
5,128,0.3,0.25,0.555819703776795
1,0.5,0.8,2,0.555806271119287
2,0.5,0.8,2,0.555806271119287
3,0.5,0.8,2,0.555806271119287
4,0.5,0.8,2,0.555806271119287
5,0.5,0.8,2,0.555806271119287
1,128,0.8,0.5,0.555804876299355
2,128,0.8,0.5,0.555804876299355
3,128,0.8,0.5,0.555804876299355
4,128,0.8,0.5,0.555804876299355
5,128,0.8,0.5,0.555804876299355
1,64,0.4,2,0.555413557770464
2,64,0.4,2,0.555413557770464
3,64,0.4,2,0.555413557770464
4,64,0.4,2,0.555413557770464
5,64,0.4,2,0.555413557770464
1,32,0.8,4,0.555241555606885
2,32,0.8,4,0.555241555606885
3,32,0.8,4,0.555241555606885
4,32,0.8,4,0.555241555606885
5,32,0.8,4,0.555241555606885
1,1,0.3,0.25,0.555094102403501
2,1,0.3,0.25,0.555094102403501
3,1,0.3,0.25,0.555094102403501
4,1,0.3,0.25,0.555094102403501
5,1,0.3,0.25,0.555094102403501
1,32,0.3,1,0.554961109803104
2,32,0.3,1,0.554961109803104
3,32,0.3,1,0.554961109803104
4,32,0.3,1,0.554961109803104
5,32,0.3,1,0.554961109803104
1,2048,0.3,1,0.554527504329139
2,2048,0.3,1,0.554527504329139
3,2048,0.3,1,0.554527504329139
4,2048,0.3,1,0.554527504329139
5,2048,0.3,1,0.554527504329139
1,0.5,0.9,4,0.554471856282011
2,0.5,0.9,4,0.554471856282011
3,0.5,0.9,4,0.554471856282011
4,0.5,0.9,4,0.554471856282011
5,0.5,0.9,4,0.554471856282011
1,0.5,0.7,2,0.554300238268637
2,0.5,0.7,2,0.554300238268637
3,0.5,0.7,2,0.554300238268637
4,0.5,0.7,2,0.554300238268637
5,0.5,0.7,2,0.554300238268637
1,0.5,0.9,0.5,0.554196823753391
2,0.5,0.9,0.5,0.554196823753391
3,0.5,0.9,0.5,0.554196823753391
4,0.5,0.9,0.5,0.554196823753391
5,0.5,0.9,0.5,0.554196823753391
1,0.5,0.5,0.5,0.553968056807337
2,0.5,0.5,0.5,0.553968056807337
3,0.5,0.5,0.5,0.553968056807337
4,0.5,0.5,0.5,0.553968056807337
5,0.5,0.5,0.5,0.553968056807337
1,0.5,0.4,2,0.553961405537349
2,0.5,0.4,2,0.553961405537349
3,0.5,0.4,2,0.553961405537349
4,0.5,0.4,2,0.553961405537349
5,0.5,0.4,2,0.553961405537349
1,1,0.4,0.125,0.55373584709006
2,1,0.4,0.125,0.55373584709006
3,1,0.4,0.125,0.55373584709006
4,1,0.4,0.125,0.55373584709006
5,1,0.4,0.125,0.55373584709006
1,64,0.5,1,0.553733975979686
2,64,0.5,1,0.553733975979686
3,64,0.5,1,0.553733975979686
4,64,0.5,1,0.553733975979686
5,64,0.5,1,0.553733975979686
1,0.5,0.8,4,0.553665617396616
2,0.5,0.8,4,0.553665617396616
3,0.5,0.8,4,0.553665617396616
4,0.5,0.8,4,0.553665617396616
5,0.5,0.8,4,0.553665617396616
1,8,0.3,1,0.553500381277892
2,8,0.3,1,0.553500381277892
3,8,0.3,1,0.553500381277892
4,8,0.3,1,0.553500381277892
5,8,0.3,1,0.553500381277892
1,8,0.6,4,0.553319823685521
2,8,0.6,4,0.553319823685521
3,8,0.6,4,0.553319823685521
4,8,0.6,4,0.553319823685521
5,8,0.6,4,0.553319823685521
1,4,0.3,1,0.553218132650738
2,4,0.3,1,0.553218132650738
3,4,0.3,1,0.553218132650738
4,4,0.3,1,0.553218132650738
5,4,0.3,1,0.553218132650738
1,32,0.9,4,0.552944779343071
2,32,0.9,4,0.552944779343071
3,32,0.9,4,0.552944779343071
4,32,0.9,4,0.552944779343071
5,32,0.9,4,0.552944779343071
1,1,0.9,8,0.552722917193653
2,1,0.9,8,0.552722917193653
3,1,0.9,8,0.552722917193653
4,1,0.9,8,0.552722917193653
5,1,0.9,8,0.552722917193653
1,4096,0.9,0.25,0.552650577250737
2,4096,0.9,0.25,0.552650577250737
3,4096,0.9,0.25,0.552650577250737
4,4096,0.9,0.25,0.552650577250737
5,4096,0.9,0.25,0.552650577250737
1,16,0.8,8,0.552637299217281
2,16,0.8,8,0.552637299217281
3,16,0.8,8,0.552637299217281
4,16,0.8,8,0.552637299217281
5,16,0.8,8,0.552637299217281
1,1024,0.1,0.0625,0.552588941580823
2,1024,0.1,0.0625,0.552588941580823
3,1024,0.1,0.0625,0.552588941580823
4,1024,0.1,0.0625,0.552588941580823
5,1024,0.1,0.0625,0.552588941580823
1,4,0.7,8,0.55255532998916
2,4,0.7,8,0.55255532998916
3,4,0.7,8,0.55255532998916
4,4,0.7,8,0.55255532998916
5,4,0.7,8,0.55255532998916
1,2,0.9,8,0.55251283570746
2,2,0.9,8,0.55251283570746
3,2,0.9,8,0.55251283570746
4,2,0.9,8,0.55251283570746
5,2,0.9,8,0.55251283570746
1,1024,0.5,0.5,0.552495825045348
2,1024,0.5,0.5,0.552495825045348
3,1024,0.5,0.5,0.552495825045348
4,1024,0.5,0.5,0.552495825045348
5,1024,0.5,0.5,0.552495825045348
1,16,0.3,1,0.552388209002214
2,16,0.3,1,0.552388209002214
3,16,0.3,1,0.552388209002214
4,16,0.3,1,0.552388209002214
5,16,0.3,1,0.552388209002214
1,128,0.3,1,0.552274581886707
