"lag","cost","nu","gamma","corr_pred"
4,128,0.2,1,0.636687296160613
5,128,0.2,1,0.636687296160613
1,0.5,0.8,4,0.636588203996186
2,0.5,0.8,4,0.636588203996186
3,0.5,0.8,4,0.636588203996186
4,0.5,0.8,4,0.636588203996186
5,0.5,0.8,4,0.636588203996186
1,1024,0.8,2,0.636413191643696
2,1024,0.8,2,0.636413191643696
3,1024,0.8,2,0.636413191643696
4,1024,0.8,2,0.636413191643696
5,1024,0.8,2,0.636413191643696
1,4,0.2,1,0.63637995180321
2,4,0.2,1,0.63637995180321
3,4,0.2,1,0.63637995180321
4,4,0.2,1,0.63637995180321
5,4,0.2,1,0.63637995180321
1,16,0.2,2,0.636285710441203
2,16,0.2,2,0.636285710441203
3,16,0.2,2,0.636285710441203
4,16,0.2,2,0.636285710441203
5,16,0.2,2,0.636285710441203
1,4,0.6,8,0.636272253059613
2,4,0.6,8,0.636272253059613
3,4,0.6,8,0.636272253059613
4,4,0.6,8,0.636272253059613
5,4,0.6,8,0.636272253059613
1,1,0.9,4,0.636194594320939
2,1,0.9,4,0.636194594320939
3,1,0.9,4,0.636194594320939
4,1,0.9,4,0.636194594320939
5,1,0.9,4,0.636194594320939
1,1,0.6,16,0.636175334764723
2,1,0.6,16,0.636175334764723
3,1,0.6,16,0.636175334764723
4,1,0.6,16,0.636175334764723
5,1,0.6,16,0.636175334764723
1,8,0.7,0.015625,0.635927494132363
2,8,0.7,0.015625,0.635927494132363
3,8,0.7,0.015625,0.635927494132363
4,8,0.7,0.015625,0.635927494132363
5,8,0.7,0.015625,0.635927494132363
1,0.25,0.6,8,0.635785431638845
2,0.25,0.6,8,0.635785431638845
3,0.25,0.6,8,0.635785431638845
4,0.25,0.6,8,0.635785431638845
5,0.25,0.6,8,0.635785431638845
1,4,0.7,8,0.635725751509394
2,4,0.7,8,0.635725751509394
3,4,0.7,8,0.635725751509394
4,4,0.7,8,0.635725751509394
5,4,0.7,8,0.635725751509394
1,8,0.4,8,0.635725713652666
2,8,0.4,8,0.635725713652666
3,8,0.4,8,0.635725713652666
4,8,0.4,8,0.635725713652666
5,8,0.4,8,0.635725713652666
1,32,0.2,0.015625,0.635594504519936
2,32,0.2,0.015625,0.635594504519936
3,32,0.2,0.015625,0.635594504519936
4,32,0.2,0.015625,0.635594504519936
5,32,0.2,0.015625,0.635594504519936
1,2,0.8,0.0625,0.635460698740548
2,2,0.8,0.0625,0.635460698740548
3,2,0.8,0.0625,0.635460698740548
4,2,0.8,0.0625,0.635460698740548
5,2,0.8,0.0625,0.635460698740548
1,512,0.2,1,0.635212350049477
2,512,0.2,1,0.635212350049477
3,512,0.2,1,0.635212350049477
4,512,0.2,1,0.635212350049477
5,512,0.2,1,0.635212350049477
1,32,0.2,2,0.635017237065912
2,32,0.2,2,0.635017237065912
3,32,0.2,2,0.635017237065912
4,32,0.2,2,0.635017237065912
5,32,0.2,2,0.635017237065912
1,8,0.9,4,0.6349238306695
2,8,0.9,4,0.6349238306695
3,8,0.9,4,0.6349238306695
4,8,0.9,4,0.6349238306695
5,8,0.9,4,0.6349238306695
1,1,0.4,0.5,0.634911952790153
2,1,0.4,0.5,0.634911952790153
3,1,0.4,0.5,0.634911952790153
4,1,0.4,0.5,0.634911952790153
5,1,0.4,0.5,0.634911952790153
1,4,0.2,2,0.634734053704013
2,4,0.2,2,0.634734053704013
3,4,0.2,2,0.634734053704013
4,4,0.2,2,0.634734053704013
5,4,0.2,2,0.634734053704013
1,0.5,0.7,8,0.634463544617059
2,0.5,0.7,8,0.634463544617059
3,0.5,0.7,8,0.634463544617059
4,0.5,0.7,8,0.634463544617059
5,0.5,0.7,8,0.634463544617059
1,8,0.6,8,0.634366302706254
2,8,0.6,8,0.634366302706254
3,8,0.6,8,0.634366302706254
4,8,0.6,8,0.634366302706254
5,8,0.6,8,0.634366302706254
1,2,0.3,8,0.634240462851788
2,2,0.3,8,0.634240462851788
3,2,0.3,8,0.634240462851788
4,2,0.3,8,0.634240462851788
5,2,0.3,8,0.634240462851788
1,64,0.3,4,0.634195463382178
2,64,0.3,4,0.634195463382178
3,64,0.3,4,0.634195463382178
4,64,0.3,4,0.634195463382178
5,64,0.3,4,0.634195463382178
1,0.5,0.4,2,0.634170444409134
2,0.5,0.4,2,0.634170444409134
3,0.5,0.4,2,0.634170444409134
4,0.5,0.4,2,0.634170444409134
5,0.5,0.4,2,0.634170444409134
1,128,0.5,4,0.634036040309271
2,128,0.5,4,0.634036040309271
3,128,0.5,4,0.634036040309271
4,128,0.5,4,0.634036040309271
5,128,0.5,4,0.634036040309271
1,4,0.3,0.125,0.634026157808943
2,4,0.3,0.125,0.634026157808943
3,4,0.3,0.125,0.634026157808943
4,4,0.3,0.125,0.634026157808943
5,4,0.3,0.125,0.634026157808943
1,4,0.4,0.0625,0.633845335045541
2,4,0.4,0.0625,0.633845335045541
3,4,0.4,0.0625,0.633845335045541
4,4,0.4,0.0625,0.633845335045541
5,4,0.4,0.0625,0.633845335045541
1,1,0.4,16,0.633840119267531
2,1,0.4,16,0.633840119267531
3,1,0.4,16,0.633840119267531
4,1,0.4,16,0.633840119267531
5,1,0.4,16,0.633840119267531
1,0.5,0.5,1,0.633791177823344
2,0.5,0.5,1,0.633791177823344
3,0.5,0.5,1,0.633791177823344
4,0.5,0.5,1,0.633791177823344
5,0.5,0.5,1,0.633791177823344
1,4,0.3,8,0.633782740179583
2,4,0.3,8,0.633782740179583
3,4,0.3,8,0.633782740179583
4,4,0.3,8,0.633782740179583
5,4,0.3,8,0.633782740179583
1,4096,0.7,2,0.633586758813298
2,4096,0.7,2,0.633586758813298
3,4096,0.7,2,0.633586758813298
4,4096,0.7,2,0.633586758813298
5,4096,0.7,2,0.633586758813298
1,16,0.2,4,0.633334872287506
2,16,0.2,4,0.633334872287506
3,16,0.2,4,0.633334872287506
4,16,0.2,4,0.633334872287506
5,16,0.2,4,0.633334872287506
1,1,0.3,8,0.633204337563662
2,1,0.3,8,0.633204337563662
3,1,0.3,8,0.633204337563662
4,1,0.3,8,0.633204337563662
5,1,0.3,8,0.633204337563662
1,0.25,0.6,4,0.633186476718384
2,0.25,0.6,4,0.633186476718384
3,0.25,0.6,4,0.633186476718384
4,0.25,0.6,4,0.633186476718384
5,0.25,0.6,4,0.633186476718384
1,64,0.6,4,0.633006582046624
2,64,0.6,4,0.633006582046624
3,64,0.6,4,0.633006582046624
4,64,0.6,4,0.633006582046624
5,64,0.6,4,0.633006582046624
1,32,0.2,4,0.63282828727941
2,32,0.2,4,0.63282828727941
3,32,0.2,4,0.63282828727941
4,32,0.2,4,0.63282828727941
5,32,0.2,4,0.63282828727941
1,64,0.1,2,0.632807367845922
2,64,0.1,2,0.632807367845922
3,64,0.1,2,0.632807367845922
4,64,0.1,2,0.632807367845922
5,64,0.1,2,0.632807367845922
1,0.5,0.9,2,0.632707290327725
2,0.5,0.9,2,0.632707290327725
3,0.5,0.9,2,0.632707290327725
4,0.5,0.9,2,0.632707290327725
5,0.5,0.9,2,0.632707290327725
1,1,0.3,1,0.632697502425142
2,1,0.3,1,0.632697502425142
3,1,0.3,1,0.632697502425142
4,1,0.3,1,0.632697502425142
5,1,0.3,1,0.632697502425142
1,1024,0.2,1,0.632588096384594
2,1024,0.2,1,0.632588096384594
3,1024,0.2,1,0.632588096384594
4,1024,0.2,1,0.632588096384594
5,1024,0.2,1,0.632588096384594
1,0.25,0.5,8,0.632126208009673
2,0.25,0.5,8,0.632126208009673
3,0.25,0.5,8,0.632126208009673
4,0.25,0.5,8,0.632126208009673
5,0.25,0.5,8,0.632126208009673
1,0.5,0.8,0.5,0.632091226017034
2,0.5,0.8,0.5,0.632091226017034
3,0.5,0.8,0.5,0.632091226017034
4,0.5,0.8,0.5,0.632091226017034
5,0.5,0.8,0.5,0.632091226017034
1,512,0.9,2,0.631991510542164
2,512,0.9,2,0.631991510542164
3,512,0.9,2,0.631991510542164
4,512,0.9,2,0.631991510542164
5,512,0.9,2,0.631991510542164
1,64,0.1,0.5,0.631965560473862
2,64,0.1,0.5,0.631965560473862
3,64,0.1,0.5,0.631965560473862
4,64,0.1,0.5,0.631965560473862
5,64,0.1,0.5,0.631965560473862
1,1,0.8,8,0.631815173393866
2,1,0.8,8,0.631815173393866
3,1,0.8,8,0.631815173393866
4,1,0.8,8,0.631815173393866
5,1,0.8,8,0.631815173393866
1,128,0.2,2,0.631747435950416
2,128,0.2,2,0.631747435950416
3,128,0.2,2,0.631747435950416
4,128,0.2,2,0.631747435950416
5,128,0.2,2,0.631747435950416
1,256,0.5,4,0.631560006056996
2,256,0.5,4,0.631560006056996
3,256,0.5,4,0.631560006056996
4,256,0.5,4,0.631560006056996
5,256,0.5,4,0.631560006056996
1,2048,0.2,1,0.631385527994467
2,2048,0.2,1,0.631385527994467
3,2048,0.2,1,0.631385527994467
4,2048,0.2,1,0.631385527994467
5,2048,0.2,1,0.631385527994467
1,0.25,0.7,4,0.63133348306588
2,0.25,0.7,4,0.63133348306588
3,0.25,0.7,4,0.63133348306588
4,0.25,0.7,4,0.63133348306588
5,0.25,0.7,4,0.63133348306588
1,2048,0.8,2,0.631290385095575
2,2048,0.8,2,0.631290385095575
3,2048,0.8,2,0.631290385095575
4,2048,0.8,2,0.631290385095575
5,2048,0.8,2,0.631290385095575
1,64,0.7,4,0.631217906925606
2,64,0.7,4,0.631217906925606
3,64,0.7,4,0.631217906925606
4,64,0.7,4,0.631217906925606
5,64,0.7,4,0.631217906925606
1,1,0.3,4,0.631168465123616
2,1,0.3,4,0.631168465123616
3,1,0.3,4,0.631168465123616
4,1,0.3,4,0.631168465123616
5,1,0.3,4,0.631168465123616
1,2,0.6,16,0.631113399641325
2,2,0.6,16,0.631113399641325
3,2,0.6,16,0.631113399641325
4,2,0.6,16,0.631113399641325
5,2,0.6,16,0.631113399641325
1,0.25,0.7,2,0.630970938644818
2,0.25,0.7,2,0.630970938644818
3,0.25,0.7,2,0.630970938644818
4,0.25,0.7,2,0.630970938644818
5,0.25,0.7,2,0.630970938644818
1,4,0.2,4,0.630877172092686
2,4,0.2,4,0.630877172092686
3,4,0.2,4,0.630877172092686
4,4,0.2,4,0.630877172092686
5,4,0.2,4,0.630877172092686
1,4,0.2,0.5,0.630826916793146
2,4,0.2,0.5,0.630826916793146
3,4,0.2,0.5,0.630826916793146
4,4,0.2,0.5,0.630826916793146
5,4,0.2,0.5,0.630826916793146
1,2,0.2,2,0.630759299828276
2,2,0.2,2,0.630759299828276
3,2,0.2,2,0.630759299828276
4,2,0.2,2,0.630759299828276
5,2,0.2,2,0.630759299828276
1,16,0.2,0.03125,0.630716849022386
2,16,0.2,0.03125,0.630716849022386
3,16,0.2,0.03125,0.630716849022386
4,16,0.2,0.03125,0.630716849022386
5,16,0.2,0.03125,0.630716849022386
1,64,0.2,2,0.630654524699495
2,64,0.2,2,0.630654524699495
3,64,0.2,2,0.630654524699495
4,64,0.2,2,0.630654524699495
5,64,0.2,2,0.630654524699495
1,256,0.4,4,0.630497501028469
2,256,0.4,4,0.630497501028469
3,256,0.4,4,0.630497501028469
4,256,0.4,4,0.630497501028469
5,256,0.4,4,0.630497501028469
1,8,0.2,4,0.630486684086262
2,8,0.2,4,0.630486684086262
3,8,0.2,4,0.630486684086262
4,8,0.2,4,0.630486684086262
5,8,0.2,4,0.630486684086262
1,2,0.4,16,0.6300510927495
2,2,0.4,16,0.6300510927495
3,2,0.4,16,0.6300510927495
4,2,0.4,16,0.6300510927495
5,2,0.4,16,0.6300510927495
1,0.5,0.4,16,0.630006070289646
2,0.5,0.4,16,0.630006070289646
3,0.5,0.4,16,0.630006070289646
4,0.5,0.4,16,0.630006070289646
5,0.5,0.4,16,0.630006070289646
1,512,0.4,4,0.629927469958284
2,512,0.4,4,0.629927469958284
3,512,0.4,4,0.629927469958284
4,512,0.4,4,0.629927469958284
5,512,0.4,4,0.629927469958284
1,1024,0.1,1,0.629853932946148
2,1024,0.1,1,0.629853932946148
3,1024,0.1,1,0.629853932946148
4,1024,0.1,1,0.629853932946148
5,1024,0.1,1,0.629853932946148
1,8,0.3,8,0.629761879290192
2,8,0.3,8,0.629761879290192
3,8,0.3,8,0.629761879290192
4,8,0.3,8,0.629761879290192
5,8,0.3,8,0.629761879290192
1,256,0.2,2,0.629310915959442
2,256,0.2,2,0.629310915959442
3,256,0.2,2,0.629310915959442
4,256,0.2,2,0.629310915959442
5,256,0.2,2,0.629310915959442
1,2,0.5,16,0.62911389402904
2,2,0.5,16,0.62911389402904
3,2,0.5,16,0.62911389402904
4,2,0.5,16,0.62911389402904
5,2,0.5,16,0.62911389402904
1,2,0.7,0.0625,0.628990612061609
2,2,0.7,0.0625,0.628990612061609
3,2,0.7,0.0625,0.628990612061609
4,2,0.7,0.0625,0.628990612061609
5,2,0.7,0.0625,0.628990612061609
1,1,0.5,0.25,0.628807293113697
2,1,0.5,0.25,0.628807293113697
3,1,0.5,0.25,0.628807293113697
4,1,0.5,0.25,0.628807293113697
5,1,0.5,0.25,0.628807293113697
1,2048,0.2,2,0.628790800811053
2,2048,0.2,2,0.628790800811053
3,2048,0.2,2,0.628790800811053
4,2048,0.2,2,0.628790800811053
5,2048,0.2,2,0.628790800811053
1,1024,0.1,0.25,0.628623284485656
2,1024,0.1,0.25,0.628623284485656
3,1024,0.1,0.25,0.628623284485656
4,1024,0.1,0.25,0.628623284485656
5,1024,0.1,0.25,0.628623284485656
1,1024,0.2,2,0.628613008320799
2,1024,0.2,2,0.628613008320799
3,1024,0.2,2,0.628613008320799
4,1024,0.2,2,0.628613008320799
5,1024,0.2,2,0.628613008320799
1,0.5,0.7,0.5,0.628526887860456
2,0.5,0.7,0.5,0.628526887860456
3,0.5,0.7,0.5,0.628526887860456
4,0.5,0.7,0.5,0.628526887860456
5,0.5,0.7,0.5,0.628526887860456
1,2,0.3,0.25,0.628425178999534
2,2,0.3,0.25,0.628425178999534
3,2,0.3,0.25,0.628425178999534
4,2,0.3,0.25,0.628425178999534
5,2,0.3,0.25,0.628425178999534
1,4,0.2,0.25,0.628370763003129
2,4,0.2,0.25,0.628370763003129
3,4,0.2,0.25,0.628370763003129
4,4,0.2,0.25,0.628370763003129
5,4,0.2,0.25,0.628370763003129
1,128,0.1,2,0.628309730102996
2,128,0.1,2,0.628309730102996
3,128,0.1,2,0.628309730102996
4,128,0.1,2,0.628309730102996
5,128,0.1,2,0.628309730102996
1,32,0.8,4,0.628271639771189
2,32,0.8,4,0.628271639771189
3,32,0.8,4,0.628271639771189
4,32,0.8,4,0.628271639771189
5,32,0.8,4,0.628271639771189
1,2,0.2,4,0.628079392022962
2,2,0.2,4,0.628079392022962
3,2,0.2,4,0.628079392022962
4,2,0.2,4,0.628079392022962
5,2,0.2,4,0.628079392022962
1,16,0.9,4,0.627937527641268
2,16,0.9,4,0.627937527641268
3,16,0.9,4,0.627937527641268
4,16,0.9,4,0.627937527641268
5,16,0.9,4,0.627937527641268
1,128,0.3,4,0.627902366345925
2,128,0.3,4,0.627902366345925
3,128,0.3,4,0.627902366345925
4,128,0.3,4,0.627902366345925
5,128,0.3,4,0.627902366345925
1,16,0.5,8,0.627815360740048
2,16,0.5,8,0.627815360740048
3,16,0.5,8,0.627815360740048
4,16,0.5,8,0.627815360740048
5,16,0.5,8,0.627815360740048
1,16,0.4,8,0.627775840647336
2,16,0.4,8,0.627775840647336
3,16,0.4,8,0.627775840647336
4,16,0.4,8,0.627775840647336
5,16,0.4,8,0.627775840647336
1,4096,0.2,2,0.627735548382255
2,4096,0.2,2,0.627735548382255
3,4096,0.2,2,0.627735548382255
4,4096,0.2,2,0.627735548382255
5,4096,0.2,2,0.627735548382255
1,128,0.1,0.5,0.62764904654056
2,128,0.1,0.5,0.62764904654056
3,128,0.1,0.5,0.62764904654056
4,128,0.1,0.5,0.62764904654056
5,128,0.1,0.5,0.62764904654056
1,16,0.1,0.5,0.627646547108307
2,16,0.1,0.5,0.627646547108307
3,16,0.1,0.5,0.627646547108307
4,16,0.1,0.5,0.627646547108307
5,16,0.1,0.5,0.627646547108307
1,2,0.4,0.125,0.627559581710848
2,2,0.4,0.125,0.627559581710848
3,2,0.4,0.125,0.627559581710848
4,2,0.4,0.125,0.627559581710848
5,2,0.4,0.125,0.627559581710848
1,4,0.2,8,0.627450608457667
2,4,0.2,8,0.627450608457667
3,4,0.2,8,0.627450608457667
4,4,0.2,8,0.627450608457667
5,4,0.2,8,0.627450608457667
1,4096,0.1,0.125,0.62740833834627
2,4096,0.1,0.125,0.62740833834627
3,4096,0.1,0.125,0.62740833834627
4,4096,0.1,0.125,0.62740833834627
5,4096,0.1,0.125,0.62740833834627
1,4,0.6,0.03125,0.62740660804856
2,4,0.6,0.03125,0.62740660804856
3,4,0.6,0.03125,0.62740660804856
4,4,0.6,0.03125,0.62740660804856
5,4,0.6,0.03125,0.62740660804856
1,512,0.2,2,0.62737296048483
2,512,0.2,2,0.62737296048483
3,512,0.2,2,0.62737296048483
4,512,0.2,2,0.62737296048483
5,512,0.2,2,0.62737296048483
1,2,0.8,8,0.627228026125233
2,2,0.8,8,0.627228026125233
3,2,0.8,8,0.627228026125233
4,2,0.8,8,0.627228026125233
5,2,0.8,8,0.627228026125233
1,8,0.6,0.015625,0.627133618128974
2,8,0.6,0.015625,0.627133618128974
3,8,0.6,0.015625,0.627133618128974
4,8,0.6,0.015625,0.627133618128974
5,8,0.6,0.015625,0.627133618128974
1,0.25,0.6,2,0.626901175975657
2,0.25,0.6,2,0.626901175975657
3,0.25,0.6,2,0.626901175975657
4,0.25,0.6,2,0.626901175975657
5,0.25,0.6,2,0.626901175975657
1,8,0.7,8,0.626665003550728
2,8,0.7,8,0.626665003550728
3,8,0.7,8,0.626665003550728
4,8,0.7,8,0.626665003550728
5,8,0.7,8,0.626665003550728
1,0.5,0.9,4,0.626500280552899
2,0.5,0.9,4,0.626500280552899
3,0.5,0.9,4,0.626500280552899
4,0.5,0.9,4,0.626500280552899
5,0.5,0.9,4,0.626500280552899
1,8,0.2,0.125,0.626196374089396
2,8,0.2,0.125,0.626196374089396
3,8,0.2,0.125,0.626196374089396
4,8,0.2,0.125,0.626196374089396
5,8,0.2,0.125,0.626196374089396
1,128,0.7,4,0.626116492915032
2,128,0.7,4,0.626116492915032
3,128,0.7,4,0.626116492915032
4,128,0.7,4,0.626116492915032
5,128,0.7,4,0.626116492915032
1,8,0.2,8,0.625854884972307
2,8,0.2,8,0.625854884972307
3,8,0.2,8,0.625854884972307
4,8,0.2,8,0.625854884972307
5,8,0.2,8,0.625854884972307
1,2,0.3,16,0.625468961938179
2,2,0.3,16,0.625468961938179
3,2,0.3,16,0.625468961938179
4,2,0.3,16,0.625468961938179
5,2,0.3,16,0.625468961938179
1,1024,0.9,2,0.625416929815226
2,1024,0.9,2,0.625416929815226
3,1024,0.9,2,0.625416929815226
4,1024,0.9,2,0.625416929815226
5,1024,0.9,2,0.625416929815226
1,128,0.6,4,0.62539826392131
2,128,0.6,4,0.62539826392131
3,128,0.6,4,0.62539826392131
4,128,0.6,4,0.62539826392131
5,128,0.6,4,0.62539826392131
1,16,0.6,8,0.625302671703963
2,16,0.6,8,0.625302671703963
3,16,0.6,8,0.625302671703963
4,16,0.6,8,0.625302671703963
5,16,0.6,8,0.625302671703963
1,4096,0.2,1,0.625272221925824
2,4096,0.2,1,0.625272221925824
3,4096,0.2,1,0.625272221925824
4,4096,0.2,1,0.625272221925824
5,4096,0.2,1,0.625272221925824
1,2048,0.1,0.25,0.625262315209393
2,2048,0.1,0.25,0.625262315209393
3,2048,0.1,0.25,0.625262315209393
4,2048,0.1,0.25,0.625262315209393
5,2048,0.1,0.25,0.625262315209393
1,0.5,0.9,1,0.624642118826624
2,0.5,0.9,1,0.624642118826624
3,0.5,0.9,1,0.624642118826624
4,0.5,0.9,1,0.624642118826624
5,0.5,0.9,1,0.624642118826624
1,1024,0.4,4,0.624450444939154
2,1024,0.4,4,0.624450444939154
3,1024,0.4,4,0.624450444939154
4,1024,0.4,4,0.624450444939154
5,1024,0.4,4,0.624450444939154
1,0.5,0.6,0.5,0.624374767918421
2,0.5,0.6,0.5,0.624374767918421
3,0.5,0.6,0.5,0.624374767918421
4,0.5,0.6,0.5,0.624374767918421
5,0.5,0.6,0.5,0.624374767918421
1,64,0.2,4,0.624270239889021
2,64,0.2,4,0.624270239889021
3,64,0.2,4,0.624270239889021
4,64,0.2,4,0.624270239889021
5,64,0.2,4,0.624270239889021
1,16,0.2,8,0.623964132834202
2,16,0.2,8,0.623964132834202
3,16,0.2,8,0.623964132834202
4,16,0.2,8,0.623964132834202
5,16,0.2,8,0.623964132834202
1,2,0.2,1,0.623952078624135
2,2,0.2,1,0.623952078624135
3,2,0.2,1,0.623952078624135
4,2,0.2,1,0.623952078624135
5,2,0.2,1,0.623952078624135
1,0.25,0.5,4,0.623801793551412
2,0.25,0.5,4,0.623801793551412
3,0.25,0.5,4,0.623801793551412
4,0.25,0.5,4,0.623801793551412
5,0.25,0.5,4,0.623801793551412
1,2,0.2,16,0.623686485629918
2,2,0.2,16,0.623686485629918
3,2,0.2,16,0.623686485629918
4,2,0.2,16,0.623686485629918
5,2,0.2,16,0.623686485629918
1,8,0.2,0.0625,0.623492977425031
2,8,0.2,0.0625,0.623492977425031
3,8,0.2,0.0625,0.623492977425031
4,8,0.2,0.0625,0.623492977425031
5,8,0.2,0.0625,0.623492977425031
1,16,0.3,0.015625,0.623423381314376
2,16,0.3,0.015625,0.623423381314376
3,16,0.3,0.015625,0.623423381314376
4,16,0.3,0.015625,0.623423381314376
5,16,0.3,0.015625,0.623423381314376
1,0.25,0.7,8,0.623125685235376
2,0.25,0.7,8,0.623125685235376
3,0.25,0.7,8,0.623125685235376
4,0.25,0.7,8,0.623125685235376
5,0.25,0.7,8,0.623125685235376
1,64,0.8,4,0.62307934996008
2,64,0.8,4,0.62307934996008
3,64,0.8,4,0.62307934996008
4,64,0.8,4,0.62307934996008
5,64,0.8,4,0.62307934996008
1,0.5,0.4,1,0.623062764699112
2,0.5,0.4,1,0.623062764699112
3,0.5,0.4,1,0.623062764699112
4,0.5,0.4,1,0.623062764699112
5,0.5,0.4,1,0.623062764699112
1,0.25,0.8,2,0.62293961012165
2,0.25,0.8,2,0.62293961012165
3,0.25,0.8,2,0.62293961012165
4,0.25,0.8,2,0.62293961012165
5,0.25,0.8,2,0.62293961012165
1,1,0.8,0.125,0.622917115489945
2,1,0.8,0.125,0.622917115489945
3,1,0.8,0.125,0.622917115489945
4,1,0.8,0.125,0.622917115489945
5,1,0.8,0.125,0.622917115489945
1,32,0.5,8,0.622411399780333
2,32,0.5,8,0.622411399780333
3,32,0.5,8,0.622411399780333
4,32,0.5,8,0.622411399780333
5,32,0.5,8,0.622411399780333
1,512,0.2,4,0.622151447871094
2,512,0.2,4,0.622151447871094
3,512,0.2,4,0.622151447871094
4,512,0.2,4,0.622151447871094
5,512,0.2,4,0.622151447871094
1,0.5,0.9,0.5,0.6221365517207
2,0.5,0.9,0.5,0.6221365517207
3,0.5,0.9,0.5,0.6221365517207
4,0.5,0.9,0.5,0.6221365517207
5,0.5,0.9,0.5,0.6221365517207
1,4,0.2,16,0.622106404457321
2,4,0.2,16,0.622106404457321
3,4,0.2,16,0.622106404457321
4,4,0.2,16,0.622106404457321
5,4,0.2,16,0.622106404457321
1,1,0.3,16,0.622038174124091
2,1,0.3,16,0.622038174124091
3,1,0.3,16,0.622038174124091
4,1,0.3,16,0.622038174124091
5,1,0.3,16,0.622038174124091
1,16,0.3,8,0.621995306845902
2,16,0.3,8,0.621995306845902
3,16,0.3,8,0.621995306845902
4,16,0.3,8,0.621995306845902
5,16,0.3,8,0.621995306845902
1,2048,0.1,1,0.621971573935967
2,2048,0.1,1,0.621971573935967
3,2048,0.1,1,0.621971573935967
4,2048,0.1,1,0.621971573935967
5,2048,0.1,1,0.621971573935967
1,2,0.2,8,0.621913898162515
2,2,0.2,8,0.621913898162515
3,2,0.2,8,0.621913898162515
4,2,0.2,8,0.621913898162515
5,2,0.2,8,0.621913898162515
1,2,0.6,0.0625,0.621911802249442
2,2,0.6,0.0625,0.621911802249442
3,2,0.6,0.0625,0.621911802249442
4,2,0.6,0.0625,0.621911802249442
5,2,0.6,0.0625,0.621911802249442
1,256,0.2,4,0.62185078748724
2,256,0.2,4,0.62185078748724
3,256,0.2,4,0.62185078748724
4,256,0.2,4,0.62185078748724
5,256,0.2,4,0.62185078748724
1,2048,0.9,2,0.621764436043838
2,2048,0.9,2,0.621764436043838
3,2048,0.9,2,0.621764436043838
4,2048,0.9,2,0.621764436043838
5,2048,0.9,2,0.621764436043838
1,128,0.2,4,0.621724789493646
2,128,0.2,4,0.621724789493646
3,128,0.2,4,0.621724789493646
4,128,0.2,4,0.621724789493646
5,128,0.2,4,0.621724789493646
1,256,0.3,4,0.621718205598044
2,256,0.3,4,0.621718205598044
3,256,0.3,4,0.621718205598044
4,256,0.3,4,0.621718205598044
5,256,0.3,4,0.621718205598044
1,512,0.5,4,0.621594118529902
2,512,0.5,4,0.621594118529902
3,512,0.5,4,0.621594118529902
4,512,0.5,4,0.621594118529902
5,512,0.5,4,0.621594118529902
1,4,0.6,16,0.621533432837357
2,4,0.6,16,0.621533432837357
3,4,0.6,16,0.621533432837357
4,4,0.6,16,0.621533432837357
5,4,0.6,16,0.621533432837357
1,0.25,0.5,16,0.621341036219453
2,0.25,0.5,16,0.621341036219453
3,0.25,0.5,16,0.621341036219453
4,0.25,0.5,16,0.621341036219453
5,0.25,0.5,16,0.621341036219453
1,4,0.5,16,0.621278878827282
2,4,0.5,16,0.621278878827282
3,4,0.5,16,0.621278878827282
4,4,0.5,16,0.621278878827282
5,4,0.5,16,0.621278878827282
1,8,0.3,0.03125,0.621126244178521
2,8,0.3,0.03125,0.621126244178521
3,8,0.3,0.03125,0.621126244178521
4,8,0.3,0.03125,0.621126244178521
5,8,0.3,0.03125,0.621126244178521
1,2048,0.5,4,0.621110520390699
2,2048,0.5,4,0.621110520390699
3,2048,0.5,4,0.621110520390699
4,2048,0.5,4,0.621110520390699
5,2048,0.5,4,0.621110520390699
1,1,0.9,0.125,0.621097503146436
2,1,0.9,0.125,0.621097503146436
3,1,0.9,0.125,0.621097503146436
4,1,0.9,0.125,0.621097503146436
5,1,0.9,0.125,0.621097503146436
1,1,0.2,4,0.620588979567854
2,1,0.2,4,0.620588979567854
3,1,0.2,4,0.620588979567854
4,1,0.2,4,0.620588979567854
5,1,0.2,4,0.620588979567854
1,1,0.3,0.5,0.620530049480182
2,1,0.3,0.5,0.620530049480182
3,1,0.3,0.5,0.620530049480182
4,1,0.3,0.5,0.620530049480182
5,1,0.3,0.5,0.620530049480182
1,128,0.8,4,0.620422216217404
2,128,0.8,4,0.620422216217404
3,128,0.8,4,0.620422216217404
4,128,0.8,4,0.620422216217404
5,128,0.8,4,0.620422216217404
1,1024,0.5,4,0.620388248969569
2,1024,0.5,4,0.620388248969569
3,1024,0.5,4,0.620388248969569
4,1024,0.5,4,0.620388248969569
5,1024,0.5,4,0.620388248969569
1,0.25,0.4,8,0.62038144009886
2,0.25,0.4,8,0.62038144009886
3,0.25,0.4,8,0.62038144009886
4,0.25,0.4,8,0.62038144009886
5,0.25,0.4,8,0.62038144009886
1,1,0.2,16,0.620251051665959
2,1,0.2,16,0.620251051665959
3,1,0.2,16,0.620251051665959
4,1,0.2,16,0.620251051665959
5,1,0.2,16,0.620251051665959
1,0.5,0.3,8,0.620201363818315
2,0.5,0.3,8,0.620201363818315
3,0.5,0.3,8,0.620201363818315
4,0.5,0.3,8,0.620201363818315
5,0.5,0.3,8,0.620201363818315
1,4,0.3,16,0.619949496695853
2,4,0.3,16,0.619949496695853
3,4,0.3,16,0.619949496695853
