"lag","cost","nu","gamma","corr_pred"
1,1,0.9,0.03125,0.568661859709474
2,1,0.9,0.03125,0.568661859709474
3,1,0.9,0.03125,0.568661859709474
4,1,0.9,0.03125,0.568661859709474
5,1,0.9,0.03125,0.568661859709474
1,1,0.4,0.015625,0.568578299555565
2,1,0.4,0.015625,0.568578299555565
3,1,0.4,0.015625,0.568578299555565
4,1,0.4,0.015625,0.568578299555565
5,1,0.4,0.015625,0.568578299555565
1,0.5,0.7,0.03125,0.5684564355546
2,0.5,0.7,0.03125,0.5684564355546
3,0.5,0.7,0.03125,0.5684564355546
4,0.5,0.7,0.03125,0.5684564355546
5,0.5,0.7,0.03125,0.5684564355546
1,0.5,0.5,0.03125,0.568377212286871
2,0.5,0.5,0.03125,0.568377212286871
3,0.5,0.5,0.03125,0.568377212286871
4,0.5,0.5,0.03125,0.568377212286871
5,0.5,0.5,0.03125,0.568377212286871
1,2,0.1,0.015625,0.568018262574712
2,2,0.1,0.015625,0.568018262574712
3,2,0.1,0.015625,0.568018262574712
4,2,0.1,0.015625,0.568018262574712
5,2,0.1,0.015625,0.568018262574712
1,0.5,0.8,0.03125,0.567928660341088
2,0.5,0.8,0.03125,0.567928660341088
3,0.5,0.8,0.03125,0.567928660341088
4,0.5,0.8,0.03125,0.567928660341088
5,0.5,0.8,0.03125,0.567928660341088
1,16,0.4,0.015625,0.567390349287068
2,16,0.4,0.015625,0.567390349287068
3,16,0.4,0.015625,0.567390349287068
4,16,0.4,0.015625,0.567390349287068
5,16,0.4,0.015625,0.567390349287068
1,0.5,0.6,0.03125,0.566738146999499
2,0.5,0.6,0.03125,0.566738146999499
3,0.5,0.6,0.03125,0.566738146999499
4,0.5,0.6,0.03125,0.566738146999499
5,0.5,0.6,0.03125,0.566738146999499
1,1,0.9,0.015625,0.566661325947899
2,1,0.9,0.015625,0.566661325947899
3,1,0.9,0.015625,0.566661325947899
4,1,0.9,0.015625,0.566661325947899
5,1,0.9,0.015625,0.566661325947899
1,0.125,0.5,0.0625,0.566636024616586
2,0.125,0.5,0.0625,0.566636024616586
3,0.125,0.5,0.0625,0.566636024616586
4,0.125,0.5,0.0625,0.566636024616586
5,0.125,0.5,0.0625,0.566636024616586
1,1,0.8,0.015625,0.56655646474216
2,1,0.8,0.015625,0.56655646474216
3,1,0.8,0.015625,0.56655646474216
4,1,0.8,0.015625,0.56655646474216
5,1,0.8,0.015625,0.56655646474216
1,2,0.6,0.015625,0.566546916875641
2,2,0.6,0.015625,0.566546916875641
3,2,0.6,0.015625,0.566546916875641
4,2,0.6,0.015625,0.566546916875641
5,2,0.6,0.015625,0.566546916875641
1,0.5,0.9,0.03125,0.566442985591193
2,0.5,0.9,0.03125,0.566442985591193
3,0.5,0.9,0.03125,0.566442985591193
4,0.5,0.9,0.03125,0.566442985591193
5,0.5,0.9,0.03125,0.566442985591193
1,0.25,0.2,0.015625,0.566403095768755
2,0.25,0.2,0.015625,0.566403095768755
3,0.25,0.2,0.015625,0.566403095768755
4,0.25,0.2,0.015625,0.566403095768755
5,0.25,0.2,0.015625,0.566403095768755
1,0.5,0.2,0.015625,0.566284274971419
2,0.5,0.2,0.015625,0.566284274971419
3,0.5,0.2,0.015625,0.566284274971419
4,0.5,0.2,0.015625,0.566284274971419
5,0.5,0.2,0.015625,0.566284274971419
1,0.25,0.4,0.03125,0.566200235152833
2,0.25,0.4,0.03125,0.566200235152833
3,0.25,0.4,0.03125,0.566200235152833
4,0.25,0.4,0.03125,0.566200235152833
5,0.25,0.4,0.03125,0.566200235152833
1,1,0.3,0.015625,0.565976831345213
2,1,0.3,0.015625,0.565976831345213
3,1,0.3,0.015625,0.565976831345213
4,1,0.3,0.015625,0.565976831345213
5,1,0.3,0.015625,0.565976831345213
1,0.25,0.3,0.015625,0.565841400350164
2,0.25,0.3,0.015625,0.565841400350164
3,0.25,0.3,0.015625,0.565841400350164
4,0.25,0.3,0.015625,0.565841400350164
5,0.25,0.3,0.015625,0.565841400350164
1,0.5,0.3,0.015625,0.565724212212218
2,0.5,0.3,0.015625,0.565724212212218
3,0.5,0.3,0.015625,0.565724212212218
4,0.5,0.3,0.015625,0.565724212212218
5,0.5,0.3,0.015625,0.565724212212218
1,2,0.3,0.015625,0.56568030525959
2,2,0.3,0.015625,0.56568030525959
3,2,0.3,0.015625,0.56568030525959
4,2,0.3,0.015625,0.56568030525959
5,2,0.3,0.015625,0.56568030525959
1,0.25,0.8,0.03125,0.565500548519448
2,0.25,0.8,0.03125,0.565500548519448
3,0.25,0.8,0.03125,0.565500548519448
4,0.25,0.8,0.03125,0.565500548519448
5,0.25,0.8,0.03125,0.565500548519448
1,0.5,0.4,0.015625,0.565393640310775
2,0.5,0.4,0.015625,0.565393640310775
3,0.5,0.4,0.015625,0.565393640310775
4,0.5,0.4,0.015625,0.565393640310775
5,0.5,0.4,0.015625,0.565393640310775
1,0.125,0.6,0.0625,0.565171014393957
2,0.125,0.6,0.0625,0.565171014393957
3,0.125,0.6,0.0625,0.565171014393957
4,0.125,0.6,0.0625,0.565171014393957
5,0.125,0.6,0.0625,0.565171014393957
1,1,0.7,0.015625,0.564916040507767
2,1,0.7,0.015625,0.564916040507767
3,1,0.7,0.015625,0.564916040507767
4,1,0.7,0.015625,0.564916040507767
5,1,0.7,0.015625,0.564916040507767
1,0.125,0.3,0.015625,0.564864780376723
2,0.125,0.3,0.015625,0.564864780376723
3,0.125,0.3,0.015625,0.564864780376723
4,0.125,0.3,0.015625,0.564864780376723
5,0.125,0.3,0.015625,0.564864780376723
1,0.5,0.1,0.03125,0.564578883639526
2,0.5,0.1,0.03125,0.564578883639526
3,0.5,0.1,0.03125,0.564578883639526
4,0.5,0.1,0.03125,0.564578883639526
5,0.5,0.1,0.03125,0.564578883639526
1,0.25,0.7,0.03125,0.564505072925744
2,0.25,0.7,0.03125,0.564505072925744
3,0.25,0.7,0.03125,0.564505072925744
4,0.25,0.7,0.03125,0.564505072925744
5,0.25,0.7,0.03125,0.564505072925744
1,1,0.1,0.015625,0.564498033833002
2,1,0.1,0.015625,0.564498033833002
3,1,0.1,0.015625,0.564498033833002
4,1,0.1,0.015625,0.564498033833002
5,1,0.1,0.015625,0.564498033833002
1,4,0.3,0.015625,0.564157842551525
2,4,0.3,0.015625,0.564157842551525
3,4,0.3,0.015625,0.564157842551525
4,4,0.3,0.015625,0.564157842551525
5,4,0.3,0.015625,0.564157842551525
1,0.0625,0.7,0.0625,0.564134234800285
2,0.0625,0.7,0.0625,0.564134234800285
3,0.0625,0.7,0.0625,0.564134234800285
4,0.0625,0.7,0.0625,0.564134234800285
5,0.0625,0.7,0.0625,0.564134234800285
1,0.5,0.9,0.015625,0.564010928341456
2,0.5,0.9,0.015625,0.564010928341456
3,0.5,0.9,0.015625,0.564010928341456
4,0.5,0.9,0.015625,0.564010928341456
5,0.5,0.9,0.015625,0.564010928341456
1,0.25,0.9,0.03125,0.563926267061238
2,0.25,0.9,0.03125,0.563926267061238
3,0.25,0.9,0.03125,0.563926267061238
4,0.25,0.9,0.03125,0.563926267061238
5,0.25,0.9,0.03125,0.563926267061238
1,0.125,0.7,0.0625,0.563881920842322
2,0.125,0.7,0.0625,0.563881920842322
3,0.125,0.7,0.0625,0.563881920842322
4,0.125,0.7,0.0625,0.563881920842322
5,0.125,0.7,0.0625,0.563881920842322
1,0.0625,0.2,0.03125,0.56381670381711
2,0.0625,0.2,0.03125,0.56381670381711
3,0.0625,0.2,0.03125,0.56381670381711
4,0.0625,0.2,0.03125,0.56381670381711
5,0.0625,0.2,0.03125,0.56381670381711
1,0.0625,0.3,0.03125,0.56377688082946
2,0.0625,0.3,0.03125,0.56377688082946
3,0.0625,0.3,0.03125,0.56377688082946
4,0.0625,0.3,0.03125,0.56377688082946
5,0.0625,0.3,0.03125,0.56377688082946
1,8,0.1,0.015625,0.563753180336536
2,8,0.1,0.015625,0.563753180336536
3,8,0.1,0.015625,0.563753180336536
4,8,0.1,0.015625,0.563753180336536
5,8,0.1,0.015625,0.563753180336536
1,0.125,0.2,0.015625,0.5637411815677
2,0.125,0.2,0.015625,0.5637411815677
3,0.125,0.2,0.015625,0.5637411815677
4,0.125,0.2,0.015625,0.5637411815677
5,0.125,0.2,0.015625,0.5637411815677
1,0.125,0.4,0.0625,0.563666327401125
2,0.125,0.4,0.0625,0.563666327401125
3,0.125,0.4,0.0625,0.563666327401125
4,0.125,0.4,0.0625,0.563666327401125
5,0.125,0.4,0.0625,0.563666327401125
1,1,0.5,0.015625,0.5634588350706
2,1,0.5,0.015625,0.5634588350706
3,1,0.5,0.015625,0.5634588350706
4,1,0.5,0.015625,0.5634588350706
5,1,0.5,0.015625,0.5634588350706
1,0.0625,0.1,0.0625,0.563330265862235
2,0.0625,0.1,0.0625,0.563330265862235
3,0.0625,0.1,0.0625,0.563330265862235
4,0.0625,0.1,0.0625,0.563330265862235
5,0.0625,0.1,0.0625,0.563330265862235
1,0.125,0.8,0.03125,0.563169230068388
2,0.125,0.8,0.03125,0.563169230068388
3,0.125,0.8,0.03125,0.563169230068388
4,0.125,0.8,0.03125,0.563169230068388
5,0.125,0.8,0.03125,0.563169230068388
1,0.125,0.3,0.03125,0.563126601106615
2,0.125,0.3,0.03125,0.563126601106615
3,0.125,0.3,0.03125,0.563126601106615
4,0.125,0.3,0.03125,0.563126601106615
5,0.125,0.3,0.03125,0.563126601106615
1,0.25,0.1,0.03125,0.563070020498265
2,0.25,0.1,0.03125,0.563070020498265
3,0.25,0.1,0.03125,0.563070020498265
4,0.25,0.1,0.03125,0.563070020498265
5,0.25,0.1,0.03125,0.563070020498265
1,0.0625,0.3,0.015625,0.563051077017392
2,0.0625,0.3,0.015625,0.563051077017392
3,0.0625,0.3,0.015625,0.563051077017392
4,0.0625,0.3,0.015625,0.563051077017392
5,0.0625,0.3,0.015625,0.563051077017392
1,0.5,0.8,0.015625,0.563045388511186
2,0.5,0.8,0.015625,0.563045388511186
3,0.5,0.8,0.015625,0.563045388511186
4,0.5,0.8,0.015625,0.563045388511186
5,0.5,0.8,0.015625,0.563045388511186
1,0.125,0.8,0.0625,0.563020753644448
2,0.125,0.8,0.0625,0.563020753644448
3,0.125,0.8,0.0625,0.563020753644448
4,0.125,0.8,0.0625,0.563020753644448
5,0.125,0.8,0.0625,0.563020753644448
1,0.0625,0.2,0.015625,0.563002593969133
2,0.0625,0.2,0.015625,0.563002593969133
3,0.0625,0.2,0.015625,0.563002593969133
4,0.0625,0.2,0.015625,0.563002593969133
5,0.0625,0.2,0.015625,0.563002593969133
1,0.0625,0.6,0.0625,0.562812436470065
2,0.0625,0.6,0.0625,0.562812436470065
3,0.0625,0.6,0.0625,0.562812436470065
4,0.0625,0.6,0.0625,0.562812436470065
5,0.0625,0.6,0.0625,0.562812436470065
1,0.0625,0.8,0.0625,0.562683596490258
2,0.0625,0.8,0.0625,0.562683596490258
3,0.0625,0.8,0.0625,0.562683596490258
4,0.0625,0.8,0.0625,0.562683596490258
5,0.0625,0.8,0.0625,0.562683596490258
1,0.0625,0.4,0.0625,0.562681435230075
2,0.0625,0.4,0.0625,0.562681435230075
3,0.0625,0.4,0.0625,0.562681435230075
4,0.0625,0.4,0.0625,0.562681435230075
5,0.0625,0.4,0.0625,0.562681435230075
1,0.125,0.4,0.03125,0.562636707096691
2,0.125,0.4,0.03125,0.562636707096691
3,0.125,0.4,0.03125,0.562636707096691
4,0.125,0.4,0.03125,0.562636707096691
5,0.125,0.4,0.03125,0.562636707096691
1,16,0.8,0.015625,0.562521782705554
2,16,0.8,0.015625,0.562521782705554
3,16,0.8,0.015625,0.562521782705554
4,16,0.8,0.015625,0.562521782705554
5,16,0.8,0.015625,0.562521782705554
1,0.125,0.1,0.0625,0.562517294006005
2,0.125,0.1,0.0625,0.562517294006005
3,0.125,0.1,0.0625,0.562517294006005
4,0.125,0.1,0.0625,0.562517294006005
5,0.125,0.1,0.0625,0.562517294006005
1,0.0625,0.1,0.03125,0.562268755849504
2,0.0625,0.1,0.03125,0.562268755849504
3,0.0625,0.1,0.03125,0.562268755849504
4,0.0625,0.1,0.03125,0.562268755849504
5,0.0625,0.1,0.03125,0.562268755849504
1,0.125,0.9,0.03125,0.562262425657169
2,0.125,0.9,0.03125,0.562262425657169
3,0.125,0.9,0.03125,0.562262425657169
4,0.125,0.9,0.03125,0.562262425657169
5,0.125,0.9,0.03125,0.562262425657169
1,0.5,0.1,0.015625,0.562009739995025
2,0.5,0.1,0.015625,0.562009739995025
3,0.5,0.1,0.015625,0.562009739995025
4,0.5,0.1,0.015625,0.562009739995025
5,0.5,0.1,0.015625,0.562009739995025
1,0.125,0.1,0.03125,0.562005389769523
2,0.125,0.1,0.03125,0.562005389769523
3,0.125,0.1,0.03125,0.562005389769523
4,0.125,0.1,0.03125,0.562005389769523
5,0.125,0.1,0.03125,0.562005389769523
1,0.25,0.9,0.015625,0.561961043294298
2,0.25,0.9,0.015625,0.561961043294298
3,0.25,0.9,0.015625,0.561961043294298
4,0.25,0.9,0.015625,0.561961043294298
5,0.25,0.9,0.015625,0.561961043294298
1,0.25,0.3,0.03125,0.56194453120152
2,0.25,0.3,0.03125,0.56194453120152
3,0.25,0.3,0.03125,0.56194453120152
4,0.25,0.3,0.03125,0.56194453120152
5,0.25,0.3,0.03125,0.56194453120152
1,0.25,0.4,0.0625,0.561918087809978
2,0.25,0.4,0.0625,0.561918087809978
3,0.25,0.4,0.0625,0.561918087809978
4,0.25,0.4,0.0625,0.561918087809978
5,0.25,0.4,0.0625,0.561918087809978
1,0.25,0.4,0.015625,0.561851000943468
2,0.25,0.4,0.015625,0.561851000943468
3,0.25,0.4,0.015625,0.561851000943468
4,0.25,0.4,0.015625,0.561851000943468
5,0.25,0.4,0.015625,0.561851000943468
1,0.25,0.8,0.015625,0.561463819896361
2,0.25,0.8,0.015625,0.561463819896361
3,0.25,0.8,0.015625,0.561463819896361
4,0.25,0.8,0.015625,0.561463819896361
5,0.25,0.8,0.015625,0.561463819896361
1,0.25,0.6,0.0625,0.561388193563336
2,0.25,0.6,0.0625,0.561388193563336
3,0.25,0.6,0.0625,0.561388193563336
4,0.25,0.6,0.0625,0.561388193563336
5,0.25,0.6,0.0625,0.561388193563336
1,0.0625,0.9,0.0625,0.561371211142606
2,0.0625,0.9,0.0625,0.561371211142606
3,0.0625,0.9,0.0625,0.561371211142606
4,0.0625,0.9,0.0625,0.561371211142606
5,0.0625,0.9,0.0625,0.561371211142606
1,0.0625,0.9,0.03125,0.561031289335482
2,0.0625,0.9,0.03125,0.561031289335482
3,0.0625,0.9,0.03125,0.561031289335482
4,0.0625,0.9,0.03125,0.561031289335482
5,0.0625,0.9,0.03125,0.561031289335482
1,0.125,0.7,0.03125,0.560894545442698
2,0.125,0.7,0.03125,0.560894545442698
3,0.125,0.7,0.03125,0.560894545442698
4,0.125,0.7,0.03125,0.560894545442698
5,0.125,0.7,0.03125,0.560894545442698
1,0.25,0.5,0.03125,0.560810395365529
2,0.25,0.5,0.03125,0.560810395365529
3,0.25,0.5,0.03125,0.560810395365529
4,0.25,0.5,0.03125,0.560810395365529
5,0.25,0.5,0.03125,0.560810395365529
1,0.25,0.5,0.0625,0.560804895365945
2,0.25,0.5,0.0625,0.560804895365945
3,0.25,0.5,0.0625,0.560804895365945
4,0.25,0.5,0.0625,0.560804895365945
5,0.25,0.5,0.0625,0.560804895365945
1,0.5,0.7,0.015625,0.560751180106476
2,0.5,0.7,0.015625,0.560751180106476
3,0.5,0.7,0.015625,0.560751180106476
4,0.5,0.7,0.015625,0.560751180106476
5,0.5,0.7,0.015625,0.560751180106476
1,0.0625,0.5,0.0625,0.560696311592598
2,0.0625,0.5,0.0625,0.560696311592598
3,0.0625,0.5,0.0625,0.560696311592598
4,0.0625,0.5,0.0625,0.560696311592598
5,0.0625,0.5,0.0625,0.560696311592598
1,0.25,0.1,0.015625,0.560678064270609
2,0.25,0.1,0.015625,0.560678064270609
3,0.25,0.1,0.015625,0.560678064270609
4,0.25,0.1,0.015625,0.560678064270609
5,0.25,0.1,0.015625,0.560678064270609
1,0.125,0.2,0.03125,0.560471927050911
2,0.125,0.2,0.03125,0.560471927050911
3,0.125,0.2,0.03125,0.560471927050911
4,0.125,0.2,0.03125,0.560471927050911
5,0.125,0.2,0.03125,0.560471927050911
1,0.0625,0.8,0.03125,0.560443469108647
2,0.0625,0.8,0.03125,0.560443469108647
3,0.0625,0.8,0.03125,0.560443469108647
4,0.0625,0.8,0.03125,0.560443469108647
5,0.0625,0.8,0.03125,0.560443469108647
1,0.125,0.1,0.015625,0.560380260241935
2,0.125,0.1,0.015625,0.560380260241935
3,0.125,0.1,0.015625,0.560380260241935
4,0.125,0.1,0.015625,0.560380260241935
5,0.125,0.1,0.015625,0.560380260241935
1,0.25,0.6,0.03125,0.559997934322216
2,0.25,0.6,0.03125,0.559997934322216
3,0.25,0.6,0.03125,0.559997934322216
4,0.25,0.6,0.03125,0.559997934322216
5,0.25,0.6,0.03125,0.559997934322216
1,0.0625,0.4,0.03125,0.559804692827924
2,0.0625,0.4,0.03125,0.559804692827924
3,0.0625,0.4,0.03125,0.559804692827924
4,0.0625,0.4,0.03125,0.559804692827924
5,0.0625,0.4,0.03125,0.559804692827924
1,0.125,0.9,0.015625,0.55964365215144
2,0.125,0.9,0.015625,0.55964365215144
3,0.125,0.9,0.015625,0.55964365215144
4,0.125,0.9,0.015625,0.55964365215144
5,0.125,0.9,0.015625,0.55964365215144
1,0.0625,0.1,0.015625,0.559553367461484
2,0.0625,0.1,0.015625,0.559553367461484
3,0.0625,0.1,0.015625,0.559553367461484
4,0.0625,0.1,0.015625,0.559553367461484
5,0.0625,0.1,0.015625,0.559553367461484
1,0.125,0.9,0.0625,0.559504877052465
2,0.125,0.9,0.0625,0.559504877052465
3,0.125,0.9,0.0625,0.559504877052465
4,0.125,0.9,0.0625,0.559504877052465
5,0.125,0.9,0.0625,0.559504877052465
1,0.5,0.4,0.0625,0.559492604780148
2,0.5,0.4,0.0625,0.559492604780148
3,0.5,0.4,0.0625,0.559492604780148
4,0.5,0.4,0.0625,0.559492604780148
5,0.5,0.4,0.0625,0.559492604780148
1,0.5,0.3,0.03125,0.559467387194383
2,0.5,0.3,0.03125,0.559467387194383
3,0.5,0.3,0.03125,0.559467387194383
4,0.5,0.3,0.03125,0.559467387194383
5,0.5,0.3,0.03125,0.559467387194383
1,1,0.6,0.015625,0.559306413850708
2,1,0.6,0.015625,0.559306413850708
3,1,0.6,0.015625,0.559306413850708
4,1,0.6,0.015625,0.559306413850708
5,1,0.6,0.015625,0.559306413850708
1,0.125,0.4,0.015625,0.559294565120458
2,0.125,0.4,0.015625,0.559294565120458
3,0.125,0.4,0.015625,0.559294565120458
4,0.125,0.4,0.015625,0.559294565120458
5,0.125,0.4,0.015625,0.559294565120458
1,0.125,0.8,0.015625,0.5591251581172
2,0.125,0.8,0.015625,0.5591251581172
3,0.125,0.8,0.015625,0.5591251581172
4,0.125,0.8,0.015625,0.5591251581172
5,0.125,0.8,0.015625,0.5591251581172
1,0.0625,0.7,0.03125,0.558996557180181
2,0.0625,0.7,0.03125,0.558996557180181
3,0.0625,0.7,0.03125,0.558996557180181
4,0.0625,0.7,0.03125,0.558996557180181
5,0.0625,0.7,0.03125,0.558996557180181
1,0.25,0.7,0.015625,0.558965926943551
2,0.25,0.7,0.015625,0.558965926943551
3,0.25,0.7,0.015625,0.558965926943551
4,0.25,0.7,0.015625,0.558965926943551
5,0.25,0.7,0.015625,0.558965926943551
1,0.0625,0.9,0.015625,0.558498484274087
2,0.0625,0.9,0.015625,0.558498484274087
3,0.0625,0.9,0.015625,0.558498484274087
4,0.0625,0.9,0.015625,0.558498484274087
5,0.0625,0.9,0.015625,0.558498484274087
1,8,0.3,0.015625,0.558463032047171
2,8,0.3,0.015625,0.558463032047171
3,8,0.3,0.015625,0.558463032047171
4,8,0.3,0.015625,0.558463032047171
5,8,0.3,0.015625,0.558463032047171
1,8,0.5,0.015625,0.558246581081038
2,8,0.5,0.015625,0.558246581081038
3,8,0.5,0.015625,0.558246581081038
4,8,0.5,0.015625,0.558246581081038
5,8,0.5,0.015625,0.558246581081038
1,1,0.1,0.03125,0.558055172488042
2,1,0.1,0.03125,0.558055172488042
3,1,0.1,0.03125,0.558055172488042
4,1,0.1,0.03125,0.558055172488042
5,1,0.1,0.03125,0.558055172488042
1,0.0625,0.4,0.015625,0.557723514862242
2,0.0625,0.4,0.015625,0.557723514862242
3,0.0625,0.4,0.015625,0.557723514862242
4,0.0625,0.4,0.015625,0.557723514862242
5,0.0625,0.4,0.015625,0.557723514862242
1,0.5,0.6,0.015625,0.557477928589994
2,0.5,0.6,0.015625,0.557477928589994
3,0.5,0.6,0.015625,0.557477928589994
4,0.5,0.6,0.015625,0.557477928589994
5,0.5,0.6,0.015625,0.557477928589994
1,0.0625,0.8,0.015625,0.557226237775474
2,0.0625,0.8,0.015625,0.557226237775474
3,0.0625,0.8,0.015625,0.557226237775474
4,0.0625,0.8,0.015625,0.557226237775474
5,0.0625,0.8,0.015625,0.557226237775474
1,0.0625,0.3,0.0625,0.557178528154018
2,0.0625,0.3,0.0625,0.557178528154018
3,0.0625,0.3,0.0625,0.557178528154018
4,0.0625,0.3,0.0625,0.557178528154018
5,0.0625,0.3,0.0625,0.557178528154018
1,0.125,0.7,0.015625,0.557017528814908
2,0.125,0.7,0.015625,0.557017528814908
